"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MP","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.088","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.669","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.655","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.857","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.865","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.268","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.676","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.660","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.104","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.994","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.901","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.425","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.688","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.065","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.215","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.830","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.483","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.957","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.582","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.420","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.058","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","2.192","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.781","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.697","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.321","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.771","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.183","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.866","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.928","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.257","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.979","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.095","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.359","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.767","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","3.211","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.023","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.101","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","4.075","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.353","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.577","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.162","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.258","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.853","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.334","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.159","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.733","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.381","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.793","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.124","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.372","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.044","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MP","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.496","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.614","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.848","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.900","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.394","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.884","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.922","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.451","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.732","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.175","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.089","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.675","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.079","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.279","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.066","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.120","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.430","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.190","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.690","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.944","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.322","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","4.337","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.107","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.982","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.951","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.548","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.012","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.465","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.356","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.737","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.721","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.563","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.654","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.008","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.853","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.732","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.736","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.083","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.616","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.307","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.763","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.718","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.297","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.752","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.607","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.964","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.736","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.476","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.707","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.684","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.581","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MP","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.770","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.213","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.497","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.314","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.503","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.045","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.483","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.078","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.665","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.835","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.739","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.252","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.414","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.880","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.658","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.601","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.844","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.761","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.488","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.009","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.835","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.959","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.533","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.479","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.858","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.129","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.844","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.217","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.229","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.015","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.954","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.751","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.049","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.253","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.919","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.138","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.103","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.383","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.579","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.165","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.659","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.796","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.621","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.241","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.416","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.611","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.154","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.467","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
