"State","Measure Name","Measure ID","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Measure Start Date","Measure End Date"
"ME","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","18","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MI","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","93","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MN","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","49","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MO","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","74","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MP","Broken hip from a fall after surgery","PSI_8_POST_HIP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MS","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","60","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MT","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","13","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NC","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","86","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ND","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","7","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NE","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","21","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NH","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","13","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NJ","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","64","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NM","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","30","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NV","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","21","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NY","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","151","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OH","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","123","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OK","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","82","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OR","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","34","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"PA","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","142","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"PR","Broken hip from a fall after surgery","PSI_8_POST_HIP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"RI","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","11","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"SC","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","56","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"SD","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","17","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"TN","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","91","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"TX","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","288","0","32","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"UT","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","31","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VA","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","73","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VI","Broken hip from a fall after surgery","PSI_8_POST_HIP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VT","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WA","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","48","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WI","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","62","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WV","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","28","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WY","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","10","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AK","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","6","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AL","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","41","0","12","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AR","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","27","0","9","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AS","Blood stream infection after surgery","PSI_13_POST_SEPSIS","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AZ","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","49","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","6","248","0","25","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CO","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","45","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CT","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","26","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"DC","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","6","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"DE","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","5","1","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"FL","Blood stream infection after surgery","PSI_13_POST_SEPSIS","3","148","2","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"GA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","3","67","0","14","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"GU","Blood stream infection after surgery","PSI_13_POST_SEPSIS","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"HI","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","10","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","32","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ID","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","13","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IL","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","112","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IN","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","79","1","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"KS","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","43","0","7","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"KY","Blood stream infection after surgery","PSI_13_POST_SEPSIS","3","40","0","13","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"LA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","68","1","10","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","51","2","4","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MD","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","43","2","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ME","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","17","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MI","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","85","2","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MN","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","48","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MO","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","62","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MP","Blood stream infection after surgery","PSI_13_POST_SEPSIS","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MS","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","33","0","7","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MT","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","12","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NC","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","67","2","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ND","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NE","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","22","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NH","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","13","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NJ","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","60","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NM","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","21","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NV","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","19","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NY","Blood stream infection after surgery","PSI_13_POST_SEPSIS","4","119","1","19","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OH","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","120","2","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OK","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","54","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OR","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","31","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"PA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","132","0","12","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"PR","Blood stream infection after surgery","PSI_13_POST_SEPSIS","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"RI","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","11","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"SC","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","41","0","10","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"SD","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","17","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"TN","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","61","0","12","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"TX","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","221","1","43","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"UT","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","28","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","62","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VI","Blood stream infection after surgery","PSI_13_POST_SEPSIS","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VT","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","46","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WI","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","63","2","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WV","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","21","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WY","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","9","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AK","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","7","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AL","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","60","0","7","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AR","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","36","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AS","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AZ","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","57","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CA","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","284","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CO","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","45","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CT","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","27","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"DC","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","2","5","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"DE","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"FL","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","162","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"GA","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","2","87","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"GU","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"HI","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","12","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IA","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","34","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ID","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","13","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IL","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","3","118","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IN","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","85","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"KS","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","47","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"KY","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","60","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"LA","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","77","0","10","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MA","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","2","53","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MD","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","45","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ME","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","17","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MI","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","89","1","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MN","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","48","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MO","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","68","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MP","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MS","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","40","0","7","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MT","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","12","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NC","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","80","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ND","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NE","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","24","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NH","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","13","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NJ","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","3","61","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NM","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","25","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NV","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","20","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NY","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","141","2","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OH","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","124","1","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OK","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","60","0","20","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OR","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","33","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"PA","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","2","141","1","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"PR","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"RI","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","11","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"SC","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","50","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"SD","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","18","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"TN","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","75","1","8","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"TX","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","250","0","35","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"UT","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","28","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VA","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","68","1","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VI","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VT","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WA","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","46","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WI","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","64","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WV","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","25","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WY","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","10","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AK","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","6","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AL","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","45","0","10","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AR","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","31","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AS","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AZ","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","49","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CA","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","258","0","23","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CO","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","45","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CT","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","27","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"DC","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","6","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"DE","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"FL","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","1","154","0","9","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"GA","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","70","0","15","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"GU","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"HI","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","10","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IA","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","33","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ID","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","13","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IL","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","114","0","7","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IN","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","81","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"KS","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","43","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"KY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","1","44","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"LA","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","70","0","10","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MA","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","53","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MD","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","45","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ME","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","18","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
