"Provider ID","Hospital Name","Address","City","State","Zip","County Name","Phone Number","Measure ID","HCAHPS Question","HCAHPS Answer Description","HCAHPS Answer Percent","Number of Completed Surveys","Survey Response Rate Percent","Footnote","Measure Start Date","Measure End Date"
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",65,200,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",68,200,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",67,116,43,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",73,116,43,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",81,116,43,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",63,116,43,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",59,116,43,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",62,116,43,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",90,116,43,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,56,116,43,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",64,116,43,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",52,116,43,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",70,116,43,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",84,287,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",80,287,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",80,287,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",79,287,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",73,287,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",73,287,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",88,287,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,61,287,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",75,287,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",56,287,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",76,287,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",59,361,39,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",67,361,39,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",79,361,39,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",48,361,39,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",58,361,39,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",65,361,39,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",88,361,39,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,51,361,39,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",60,361,39,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",35,361,39,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",58,361,39,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",74,322,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",80,322,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",76,322,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",66,322,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",66,322,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",65,322,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",86,322,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,56,322,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",75,322,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",63,322,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",79,322,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,8003828387,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",78,313,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,8003828387,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",76,313,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,8003828387,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",81,313,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,8003828387,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",67,313,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,8003828387,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",61,313,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,8003828387,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",65,313,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,8003828387,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",84,313,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,8003828387,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,53,313,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,8003828387,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",68,313,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,8003828387,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",47,313,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,8003828387,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",71,313,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,6508583939,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",78,389,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,6508583939,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",78,389,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,6508583939,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",82,389,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,6508583939,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",69,389,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,6508583939,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",67,389,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,6508583939,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",72,389,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,6508583939,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",87,389,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,6508583939,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,64,389,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,6508583939,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",78,389,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,6508583939,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",48,389,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,6508583939,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",80,389,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,7753281263,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",78,342,46,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,7753281263,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",71,342,46,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,7753281263,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",76,342,46,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,7753281263,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",69,342,46,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
