Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,9284454860,TOB-1,Tobacco Use Screening,100,187,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,9284454860,TOB-2,Tobacco Use Treatment Provided or Offered,94,50,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,9284454860,TOB-2a,Tobacco Use Treatment (during the hospital stay),70,50,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,HBIPS-2_Overall,Hours of physical-restraint use,0.2,6099,,1/1/2015,12/31/2015
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,HBIPS-3_Overall,Hours of seclusion,0,6099,,1/1/2015,12/31/2015
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,1,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,HBIPS-6_Overall,Post-discharge continuing care plan created,87,411,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,87,411,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,SUB-1,Alcohol Use Screening,98,619,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,TOB-1,Tobacco Use Screening,99,626,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,TOB-2,Tobacco Use Treatment Provided or Offered,Not Available,175,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,TOB-2a,Tobacco Use Treatment (during the hospital stay),Not Available,175,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND C,4064477900,HBIPS-2_Overall,Hours of physical-restraint use,0.39,160,,1/1/2015,12/31/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND C,4064477900,HBIPS-3_Overall,Hours of seclusion,0,160,,1/1/2015,12/31/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND C,4064477900,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,1,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND C,4064477900,HBIPS-6_Overall,Post-discharge continuing care plan created,Not Available,16,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND C,4064477900,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,Not Available,16,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND C,4064477900,SUB-1,Alcohol Use Screening,42,267,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND C,4064477900,TOB-1,Tobacco Use Screening,93,273,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND C,4064477900,TOB-2,Tobacco Use Treatment Provided or Offered,Not Available,87,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND C,4064477900,TOB-2a,Tobacco Use Treatment (during the hospital stay),Not Available,87,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,HBIPS-2_Overall,Hours of physical-restraint use,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,HBIPS-3_Overall,Hours of seclusion,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,HBIPS-6_Overall,Post-discharge continuing care plan created,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,SUB-1,Alcohol Use Screening,84,288,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,TOB-1,Tobacco Use Screening,97,289,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,TOB-2,Tobacco Use Treatment Provided or Offered,58,57,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,TOB-2a,Tobacco Use Treatment (during the hospital stay),23,57,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,HBIPS-2_Overall,Hours of physical-restraint use,0.34,9706,,1/1/2015,12/31/2015
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,HBIPS-3_Overall,Hours of seclusion,0.92,9706,,1/1/2015,12/31/2015
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,5,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,HBIPS-6_Overall,Post-discharge continuing care plan created,92,246,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,92,246,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,SUB-1,Alcohol Use Screening,65,413,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,TOB-1,Tobacco Use Screening,99,414,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,TOB-2,Tobacco Use Treatment Provided or Offered,33,135,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,TOB-2a,Tobacco Use Treatment (during the hospital stay),Not Available,135,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,HBIPS-2_Overall,Hours of physical-restraint use,0,1041,,1/1/2015,12/31/2015
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,HBIPS-3_Overall,Hours of seclusion,0,1041,,1/1/2015,12/31/2015
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,2,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,HBIPS-6_Overall,Post-discharge continuing care plan created,100,147,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,100,147,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,SUB-1,Alcohol Use Screening,6,215,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,TOB-1,Tobacco Use Screening,99,217,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,TOB-2,Tobacco Use Treatment Provided or Offered,Not Available,57,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,TOB-2a,Tobacco Use Treatment (during the hospital stay),Not Available,57,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,HBIPS-2_Overall,Hours of physical-restraint use,0.4,7000,,1/1/2015,12/31/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,HBIPS-3_Overall,Hours of seclusion,1.63,7000,,1/1/2015,12/31/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,1,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,HBIPS-6_Overall,Post-discharge continuing care plan created,100,248,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,100,248,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,SUB-1,Alcohol Use Screening,82,402,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,TOB-1,Tobacco Use Screening,100,404,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,TOB-2,Tobacco Use Treatment Provided or Offered,35,110,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,TOB-2a,Tobacco Use Treatment (during the hospital stay),19,110,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,HBIPS-2_Overall,Hours of physical-restraint use,0.06,12350,,1/1/2015,12/31/2015
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,HBIPS-3_Overall,Hours of seclusion,2.02,12350,,1/1/2015,12/31/2015
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,18,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,HBIPS-6_Overall,Post-discharge continuing care plan created,83,225,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,74,225,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,SUB-1,Alcohol Use Screening,98,386,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,TOB-1,Tobacco Use Screening,99,385,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,TOB-2,Tobacco Use Treatment Provided or Offered,83,231,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,TOB-2a,Tobacco Use Treatment (during the hospital stay),59,231,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,HBIPS-2_Overall,Hours of physical-restraint use,0.34,1414,,1/1/2015,12/31/2015
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,HBIPS-3_Overall,Hours of seclusion,0.86,1414,,1/1/2015,12/31/2015
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,3,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,HBIPS-6_Overall,Post-discharge continuing care plan created,84,238,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,84,238,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,SUB-1,Alcohol Use Screening,98,218,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,TOB-1,Tobacco Use Screening,100,221,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,TOB-2,Tobacco Use Treatment Provided or Offered,29,69,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,TOB-2a,Tobacco Use Treatment (during the hospital stay),23,69,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,HBIPS-2_Overall,Hours of physical-restraint use,1.18,4438,,1/1/2015,12/31/2015
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,HBIPS-3_Overall,Hours of seclusion,3.64,4438,,1/1/2015,12/31/2015
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,6,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,HBIPS-6_Overall,Post-discharge continuing care plan created,58,336,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,57,336,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,SUB-1,Alcohol Use Screening,92,497,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,TOB-1,Tobacco Use Screening,100,502,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,TOB-2,Tobacco Use Treatment Provided or Offered,95,124,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,TOB-2a,Tobacco Use Treatment (during the hospital stay),54,124,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,HBIPS-2_Overall,Hours of physical-restraint use,0,2657,,1/1/2015,12/31/2015
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,HBIPS-3_Overall,Hours of seclusion,0.92,2657,,1/1/2015,12/31/2015
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,4,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,HBIPS-6_Overall,Post-discharge continuing care plan created,64,250,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,64,250,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,SUB-1,Alcohol Use Screening,78,312,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,TOB-1,Tobacco Use Screening,92,330,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,TOB-2,Tobacco Use Treatment Provided or Offered,43,123,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,TOB-2a,Tobacco Use Treatment (during the hospital stay),19,123,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
50030F,SEATTLE VA MEDICAL CENTER - VA PUGIT SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,HBIPS-2_Overall,Hours of physical-restraint use,2.28,6040,,1/1/2015,12/31/2015
50030F,SEATTLE VA MEDICAL CENTER - VA PUGIT SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,HBIPS-3_Overall,Hours of seclusion,2.21,6040,,1/1/2015,12/31/2015
50030F,SEATTLE VA MEDICAL CENTER - VA PUGIT SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,7,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
50030F,SEATTLE VA MEDICAL CENTER - VA PUGIT SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,HBIPS-6_Overall,Post-discharge continuing care plan created,86,283,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
50030F,SEATTLE VA MEDICAL CENTER - VA PUGIT SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,86,283,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
50030F,SEATTLE VA MEDICAL CENTER - VA PUGIT SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,SUB-1,Alcohol Use Screening,94,545,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
50030F,SEATTLE VA MEDICAL CENTER - VA PUGIT SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,TOB-1,Tobacco Use Screening,100,549,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
50030F,SEATTLE VA MEDICAL CENTER - VA PUGIT SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,TOB-2,Tobacco Use Treatment Provided or Offered,42,176,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
50030F,SEATTLE VA MEDICAL CENTER - VA PUGIT SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,TOB-2a,Tobacco Use Treatment (during the hospital stay),31,176,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,HBIPS-2_Overall,Hours of physical-restraint use,0,2302,,1/1/2015,12/31/2015
