"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"CA","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","3","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"CO","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","1","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"CT","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"DC","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","3","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"DE","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","4","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"FL","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"GA","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","3","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"GU","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"HI","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","1","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"IA","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","1","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"ID","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","1","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"IL","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","3","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"IN","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"KS","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","1","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"KY","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"LA","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"MA","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"MD","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"ME","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"MI","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"MN","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"MO","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"MP","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"MS","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","3","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"MT","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","1","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"NC","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","3","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"ND","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"NE","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","1","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"NH","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","1","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"NJ","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"NM","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","3","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"NV","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","1","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"NY","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","3","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"OH","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"OK","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"OR","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","3","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"PA","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"PR","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"RI","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"SC","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","3","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"SD","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","1","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"TN","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"TX","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"UT","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","1","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"VA","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","1","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"VI","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"VT","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"WA","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"WI","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","1","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"WV","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","2","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"WY","Emergency Department","Percentage of patients who left the emergency department before being seen Lower percentages are better","OP_22","1","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"AK","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","42","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","59","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","66","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","68","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","70","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","75","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","76","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","48","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","66","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","74","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","68","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","59","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","68","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","57","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","80","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","71","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","66","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","68","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","65","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","76","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","75","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","68","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","71","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","69","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","74","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MP","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","75","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","63","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","73","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","57","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","78","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","71","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","78","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","59","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","71","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","75","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","74","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","76","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","64","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","76","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","69","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","73","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","65","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","73","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","70","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","67","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","72","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","68","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","65","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","71","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","65","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","Emergency Department","Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better","OP_23","63","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","86","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"AL","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","95","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"AR","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","93","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"AS","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"AZ","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","93","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"CA","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"CO","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","95","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"CT","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"DC","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","92","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"DE","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"FL","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","98","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"GA","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","92","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"GU","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","28","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"HI","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","95","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"IA","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","92","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"ID","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","92","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"IL","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"IN","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","97","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"KS","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","90","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"KY","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","95","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"LA","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","91","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"MA","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","93","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"MD","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","97","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"ME","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"MI","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"MN","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","92","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"MO","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"MP","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"MS","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","91","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"MT","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","85","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"NC","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","97","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"ND","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","91","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"NE","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","92","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"NH","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"NJ","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"NM","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","88","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"NV","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"NY","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","92","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"OH","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"OK","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"OR","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","88","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"PA","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"PR","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","38","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"RI","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"SC","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"SD","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","91","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"TN","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"TX","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","95","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"UT","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
